PPN	EPN	Jahr	Verfasser	Titel	Umfang	Hinweise	Einband	Signatur	Link
683178490	1288362757	1645	Witthauer, Ludwig *1626-1699* ; ID: gnd/1023216345	[Stammbuch Ludwig Witthauer]	163 Bl.	Enth. auch leere Bl.	Einband: Schwarzes Maroquin mit blindgeprägten Streicheisenlinien. Golschnitt, punziert. Spiegel Kamm-Marmorpapier.	Stb 208	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1309581355
683178504	1288362765	1646	Wisenius, Johannes ; ID: gnd/1023217619	[Stammbuch Johannes Wisenius]	121 Bl.	Enth. auch leere Bl.	Einband: Schwarzes Maroquin mit wenig Blindprägung, Streicheisenlinien und Eckfleurons, über Holz. Goldschnitt.	Stb 209	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1309585318
683178512	1288362773	1645	Rucker, Johann Nikolaus ; ID: gnd/1023228327	[Stammbuch Johann Nikolaus Rucker]	310 Bl.	Enth. auch zahlr. leere Bl.	Einband: Schwarzes Maroquin mit Goldprägung, Streicheisenlinien und Eckfleurons, über Holz. 'I N R || 1650' Blindprägung, Vorderdeckel. Punzierter Goldschnitt. Spiegel und Vorsätze Wellenmarmorpapier. Goldschnitt.	Stb 210	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1309596492
683178520	1288362781	1646	Merckel, Johannes *-1672* ; ID: gnd/119158477	[Stammbuch Johannes Merckel]	165 Bl.	Enth. auch leere Bl.	Einband: Schwarzes Maroquin mit blindgeprägten Streicheisenlinien über Holz. Punzierter Goldschnitt.	Stb 211	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=130960147X
683178539	128836279X	1648	Löffelholz von Colberg, Johann Hieronymus *1632-1676* ; ID: gnd/130128538	[Stammbuch Johann Hieronymus Löffelholz von Colberg]	159 Bl.	Enth. auch zahlr. leere Bl.	Einband: Braunes Saffianleder mit reicher Goldprägung, Filete, Mittel- und Eckmedaillons, Stehkantenvergoldung, Rücken ebenfalls reich dekoriert. Goldschnitt.	Stb 212	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1309606749
683178547	1288362803	1652	Schrötel, Christian *1629-1678* ; ID: gnd/129210374	[Stammbuch Christian Schrötel]	208 Bl.	Enth. auch zahlr. leere Bl.	Einband: Schwarzes blindgeprägtes Maroquin, Streicheisenlinien. Goldschnitt, wenig punziert.	Stb 213	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=130960987X
683178555	1288362811	1656	Klockherr, Gotthard ; ID: gnd/1023338335	[Stammbuch Gotthard Klockherr]	266 Bl.	Enth. auch zahlr. leere Bl.	Einband: Schwarzes Maroquin mit blindgeprägten Streicheisenlinien, goldgeprägten Fileten, Eckfleurons. 'G K N H || 1656' (Blindprägung, Vorderdeckel). Goldschnitt. Je ein Doppelbogen einseitiges Kamm-Marmorpapier am Anfang und Ende zwischengeheftet.	Stb 216	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1310356629
683178563	128836282X	1657	Öllinger, Johann Michael ; ID: gnd/1023339048	[Stammbuch Johann Michael Öllinger]	167 Bl.	Enth. auch leere Bl.	Einband: Braunes Maroquin mit reicher Goldprägung (Rollen, Filete, Eckstempel) über dünnen Holzbrettchen. Goldschnitt.	Stb 217	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1310360162
683178571	1288362838	1660	Götsch, Gabriel *1641-1733* ; ID: gnd/1019729716	[Stammbuch Gabriel Goetsch]	307 Bl.	Enth. auch zahlr. leere Bl.	Einband: Braunes Kalbleder über Holz mit Handvergoldung, sogenannter Fächereinband. Ganze Rosette im Deckelzentrum, aus Einzelstempeln zusammengesetzte Viertelrosetten in den Ecken des Innenrahmens, in den Ecken kleine Sonnenradstempel; Filete und Einzelstempel in den Außenrahmen, Streicheisenlinien, Stehkantenprägung. Goldschnitt. Starker Wurmfraß. - Spiegel und weitere zehn Blätter Kamm-Marmorpapier.	Stb 219	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1310366411
683178598	1288362854	1661	Bürlein, Jakob *1636-1686* ; ID: gnd/115790330	[Stammbuch Jakob Bührlein]	273 Bl.	Enth. auch zahlr. leere Bl.	Einband: Schwarzes goldgeprägtes Maroquin über Holz, Filete, Eck- und Mittelfleurons. Punzierter Goldschnitt (große Blüten).	Stb 220	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1310370087
683178601	1288362862	1661	Hirschdörfer, Sebastian *1634-1709* ; ID: gnd/1019739835	[Stammbuch Sebastian Hirschdörfer]	132 Bl.	Enth. auch leere Bl.	Einband: Kalbleder über Holz mit Rauschelgoldprägung (abgeblättert), Mittelmedaillons, Streicheisenlinien, breite Rollen. Spuren von vier Schleifenbändern. Punzierter Goldschnitt (kleine Blüten in Rauten). Mehrere verschiedenartige, pastellfarbene Marmorpapiere zwischengeheftet.	Stb 221	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1310760799
68317861X	1288362870	1660	Schroeder, Johann Heinrich ; ID: gnd/1023476541	[Stammbuch Johann Heinrich Schroeder]	161 Bl.	Enth. auch zahlr. leere Bl.	Einband: Schwarzes Maroquin über Holz mit wenig Goldprägung, Streicheisenlinien. 'H H S || 16 60' (Hans Heinrich Schröder, Goldprägung, Vorderdeckel, in den Zwischenräumen kleine Radstempel). Spiegel Kamm-Marmorpapier, überklebt.	Stb 222	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1310761825
683178628	1288362889	1666	Seyppel, Johann Jacob *1641-1705* ; ID: gnd/104057076	[Stammbuch Johann Jakob Seyppel]	249 Bl.	Enth. auch zahlr. leere Bl.	Einband: Dunkelbraunes Maroquin mit blindgeprägten Streicheisenlinien. 'M. I. I. S. N. || 1666' (Goldprägung, Vorderdeckel). Schuppenförmig punzierter Goldschnitt. Vorderer Spiegel und Vorsatz Kamm-Marmorpapier.	Stb 224	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1310763712
683178636	1288362897	1667	Wurfbain, Johann Gabriel *1640-1689* ; ID: gnd/130230820	[Stammbuch Johann Gabriel Wurfbain]	276 Bl.	Enth. auch zahlr. leere Bl.	Einband: Schwarzes Maroquin über Holz mit Goldprägung, Streicheisenlinien, Eckfleurons, blindgeprägte Streicheisenlinien. Spiegel und Vorsätze Kamm-Marmorpapier (Sternmuster). Punzierter Goldschnitt (große Blüten).	Stb 225	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1310899797
683178644	1288362919	1667	Zunner, Johann Georg *1647-1694* ; ID: gnd/124542646	[1. Stammbuch Johann Georg Zunner]	330 Bl.	Enth. auch zahlr. leere Bl.	Einband: Schwarzes Maroquin über Holz mit Handvergoldung, sogenannter Fächereinband. Ganze Rosette im Deckelzentrum, aus Einzelstempeln zusammengesetzte Viertelrosetten in den Ecken, in den Ecken kleine Sonnenradstempel. Filete und Einzelstempel in den Außenrahmen, Streicheisenlinien, Stehkantenprägung. 'IG Z || 16 67' (Goldprägung, Vorderdeckel). Goldschnitt. Spiegel Kamm-Marmorpapier (quer).	Stb 226	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1310908729
683178660	1288362927	1671	Zunner, Johann Georg *1647-1694* ; ID: gnd/124542646	[2. Stammbuch Johann Georg Zunner]	215 Bl.	Enth. auch zahlr. leere Bl.	Einband: Braungesprenkeltes Kalbleder über Holz, in der Art von Kiebitzpapier gefärbt, Goldprägung, Streicheisenlinien, Filete, Eckfleurons, Deckelmitte mit größerem Blütenstempel, Stehkantenvergoldung. 'M I G Z || 1671' (Goldprägung, Vorderdeckel, in den Zwischenräumen kleine Blütenstempel). Goldschnitt, mit blau, grün und rot eingefärbten Blüten punziert. Spiegel und Vorsätze Wellenmarmorpapier.	Stb 227	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1310911665
683178679	1288362935	1684	Groesser, Christian Heinrich ; ID: gnd/1023506696	[Stammbuch Christian Heinrich Groesser]	172 Bl.	Enth. auch zahlr. leere Bl.	Einband: Braungesprenkeltes Kalbleder über Holz, in der Art von Kiebitzpapier gefärbt, Goldprägung, Streicheisenlinien. 'I.F.V.G.G. || L. || 1684' (Goldprägung, Vorderdeckel). Goldschnitt. Spiegel und Vorsätze Kamm-Marmorpapier.	Stb 228	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1311046941
683178687	1288362943	1685	Ludwig, Ferdinand Siegmund *-1732* ; ID: gnd/13050307X	[Stammbuch Ferdinand Siegmund Ludwig]	171 Bl.	Enth. auch zahlr. leere Bl.	Einband: Braungesprenkeltes Kalbleder über Holz, in der Art von Kiebitzpapier gefärbt, blindgeprägte Streicheisenlinien. 'F. S. L. || 1685' (Blindprägung, Vorderdeckel). Rotgesprenkelter Schnitt.	Stb 229	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1311049371
683178695	1288362951	1673	Seeling, Leonhard Samuel ; ID: gnd/12960142X	[Stammbuch Leonhard Samuel Seeling]	168 Bl.	Enth. auch leere Bl.	Einband: Schwarzes Maroquin über Holz mit Goldprägung. Streicheisenlinien, Eckfleurons. 'L S S N || 1673' (Goldprägung, Vorderdeckel). Reste von zwei grünen und zwei gelben Seidenbändern.	Stb 231	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1313480797
683178709	128836296X	1674	Batz, Michael *-1706* ; ID: gnd/1023516780	[Stammbuch Michael Batz]	367 Bl.	Enth. auch zahlr. leere Bl.	Einband: Dunkelbraunes Maroquin über Holz mit Goldprägung, Filete, Perlstab, Eckfleurons, Mittelmedaillons. 'M. B. B. S. || 1674' (Goldprägung, Vorderdeckel). Goldschnitt, punziert (langstielige Blumen mit Blättern). Reste von vier grünseidenen Schleifenbändern.	Stb 232	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1311054669
683178717	1288362978	1675	Negelein, Christoph Adam *1656-1701* ; ID: gnd/129104868	[Stammbuch Christoph Adam Negelein]	351 Bl.	Enth. auch zahlr. leere Bl.	Einband: Kalbleder, in der Art von Kiebitzpapier gefärbt, Rücken mit Goldprägung. Goldschnitt.	Stb 233	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1313484873
683178725	1288362986	1677	Rieter von Kornburg, Burckhard Albert *1658-1679* ; ID: gnd/115533524	[Stammbuch Burckhard Albert Rieter von Kornburg]	234 Bl.	Enth. auch zahlr. leere Bl.	Einband: Kalbleder, in der Art von Kiebitzpapier gefärbt, goldgeprägte Streicheisenlinien. Goldschnitt. Spiegel und vord. Vorsatz blaues Schneckenmarmorpapier.	Stb 234	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1313488127
683178733	1288362994	1682	Kreisselmann, Johann Wilhelm ; ID: gnd/1023535041	[Stammbuch Johann Wilhelm Kreisselmann]	278 Bl.	Enth. auch zahlr. leere Bl.	Einband: Schwarzes Maroquin mit blindgeprägten Streicheisenlinien. Goldschnitt, an Kapital und Ecken punziert.	Stb 235	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1313491780
683178741	128836301X	1681	Lindstatt, Johann Christoph *1662-1716* ; ID: gnd/102561249	[1. Stammbuch Johann Christoph Lindstatt]	222 Bl.	Enth. auch leere Bl.	Einband: Kalbleder über Holz, in der Art von Kiebitzpapier gefärbt, blindgeprägte Streicheisenlinien. Goldschnitt, an Ecken und Kanten punziert.	Stb 236	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1313507695
68317875X	1288363028	1684	Lindstatt, Johann Christoph *1662-1716* ; ID: gnd/102561249	[2. Stammbuch Johann Christoph Lindstatt]	182 Bl.	Enth. auch leere Bl.	Einband: Kalbleder über Holz, in der Art von Kiebitzpapier gefärbt, blindgeprägte Streicheisenlinien; 'I. C. L. A. || 1685' (Blindprägung, vorderer Deckel). Goldschnitt. Spiegel und Vorsätze Wellenmarmorpapier.	Stb 237	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1313512869
683178768	1288363036	1686	Hirschdörfer, Christoph Gottfried *1668-* ; ID: gnd/132603276	[Stammbuch Christoph Gottfried Hirschdörfer]	129 Bl.	Enth. auch leere Bl.	Einband: Schwarzes Maroquin über Holz mit Goldprägung; innerer Rahmen Filete aus stilisierten Rosen- und Tulpenblüten, in den inneren und äußeren Ecken große Tulpenstempel, Mittelmedaillon; äußerer Rahmen Rolle aus halben Rosenblüten; Reste von je zwei grünen und hellblauen seidenen Schleifenbändern. 'C. G. H. || 1685' (Goldprägung, Vorderdeckel). Goldschnitt. Spiegel Brokatpapier auf blauviolettem Grund, große Akanthusranken mit Tieren (Löwe, Pelikan, Greif, Fuchs). - Mehrere Wellenmarmorpapiere und Pergamentblätter zwischengebunden.	Stb 238	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1313517194
683178776	1288363044	1686	Hirsch, Georg *1661-1715* ; ID: gnd/132602857	[Stammbuch Georg Hirsch]	191 Bl.	Enth. auch leere Bl.	Einband: Braungesprenkeltes Kalbleder, in der Art von Kiebitzpapier gefärbt, blindgeprägte Streicheisenlinien; 'G. H. || 1686' Blindprägung, Vorderdeckel. Goldschnitt. Spiegel und Vorsätze grünes Wellenmarmorpapier.	Stb 239	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1316183653
683178792	1288363052	1688	Fromm, Johannes ; ID: gnd/1023845741	[Stammbuch Johannes Fromm]	210 Bl.	Enth. auch leere Bl.	Einband: Kalbleder.	Stb 240	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1315918870
683178806	1288363060	1688	Winterberger, Johann Conrad *-1733* ; ID: gnd/115566635	[Stammbuch Johann Conrad Winterberger]	275 Bl.	Enth. auch zahlr. leere Bl.	Einband: Kalbleder. 'I C W A || 1 6 8 8' (Goldprägung, Vorderdeckel). Goldschnitt. Spiegel und Vorsätze Wellenmarmorpapier.	Stb 241	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1315921626
683178814	1288363079	1698	Wilhelmi, Johann Jacob *-1721* ; ID: gnd/1011991934	[1. Stammbuch Johann Jacob Wilhelmi]	130 Bl.		Einband: Kalbleder mit reicher Goldprägung, Filete, kleine Rollen. 'I. I. W. L. F. || 1698' (Goldprägung, Mittelfeld des Vorderdeckels). Goldschnitt. Beide Spiegel und hinteres Vorsatz Wellenmarmorpapier.	Stb 242	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1315925850
683178822	1288363087	1697		[Stammbuch eines unbekannten Studenten in Altdorf]	351 Bl.	Enth. auch zahlr. leere Bl.	Einband: Schwarzes Maroquin, blindgeprägte Streicheisenlinien, die äußerste vergoldet. Goldschnitt; Spiegel und Vorsätze Achatmarmorpapier.	Stb 243	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=131608731X
683178830	1288363095	1699	Alberti, Michael *1682-1757* ; ID: gnd/116278986	[Stammbuch Michael Alberti]	147 Bl.	Enth. auch leere Bl.	Einband: Kalbleder in der Art von Kiebitzpapier gesprenkelt, blindgeprägte Streicheisenlinien, Stehkantenprägung, 'M. A.' (Blindprägung, Vorderdeckel). Goldschnitt. Spiegel und Vorsätze violettblaues Kleisterpapier (Herrnhuter Art).	Stb 244	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1316089886
683178857	1288363117	1700	Kulmich, Johann Leonhard *1678-1709* ; ID: gnd/128684003	[Stammbuch Johann Leonhard Kulmich]	274 Bl.	Enth. auch zahlr. leere Bl.	Einband: Kalbleder in der Art von Kiebitzpapier gesprenkelt über Holz, goldgeprägte Rolle (kleine stilisierte Lilien). Goldschnitt. Spiegel mehrfarbiges Kleisterpapier (Herrnhuter Art).	Stb 245	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1316091902
683178865	1288363125	1706	Schwerdfeger, Andreas ; ID: gnd/1023901277	[Stammbuch Andreas Schwerdfeger]	137 Bl.	Enth. auch leere Bl.	Einband: Kalbleder in der Art von Kiebitzpapier gefärbt über Holz; wenig Rauschelgoldprägung, Streicheisenlinien. '.A. .S. || .1706.' (Rauschelgoldprägung, Vorderdeckel). Stehkantenprägung. Spiegel und Vorsätze mehrfarbiges Kleisterpapier (Herrnhuter Art).	Stb 247	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1319174620
683178873	1288363133	1721	Bohner, Leonhard *1701-1730* ; ID: gnd/11623301X	[3. Stammbuch Leonhard Bohner]	293 Bl.	Enth. auch leere Bl.	Einband: Kalbleder, der äußere Rahmen dunkelbraun, das Mittelfeld in der Art von Kiebitzpapier gefärbt; Goldprägung, Streicheisenlinien, Filete, Eckfleurons, Stehkantenvergoldung. Goldschnitt. Spiegel Brokatpapier, türkisfarben patroniert auf punziertem und geprägtem Goldgrund.	Stb 248	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1319180612
683178881	1288363141	1710	Wurffbain, Johann Tobias ; ID: gnd/134034481	[Stammbuch Johann Tobias Wurffbain]	165 Bl.	Enth. auch zahlr. leere Bl.	Einband: Kalbleder in der Art von Kiebitzpapier gefärbt über Holz, goldgeprägte Streicheisenlinien, Stehkantenvergoldung. Goldschnitt. Spiegel Brokatpapier auf violettgestrichenem Grund, große Akanthusranken mit Tieren (Vögel, Fuchs) und Putti.	Stb 249	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1319184472
68317889X	128836315X	1711	Fischer, Johann Adrian ; ID: gnd/102393728X	[Stammbuch Johann Adrian Fischer]	210 Bl.	Enth. auch leere Bl.	Einband: Kalbleder in der Art von Kiebitzpapier gefärbt, goldgeprägte Streicheisenlinien und kleine Eckfleurons, stark verblaßt. Stehkantenvergoldung. Goldschnitt. Spiegel, Vorsätze und mehrere zwischengeheftete Blätter violettfarbenes Kleisterpapier (Herrnhuter Art), einige Pergamentblätter zwischengeheftet.	Stb 250	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1319639917
683178911	1288363176	1713	Baum, Johann Heinrich *-1738* ; ID: gnd/121465616	[Stammbuch Johann Heinrich Baum]	136 Bl.	Enth. auch leere Bl.	Einband: Braunes Kalbleder. Goldschnitt.	Stb 251	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1319186726
68317892X	1288363184	1640		[Stammbuch zweier unbekannten Goldschmiede]	176 Bl.	Enth. auch zahlr. leere Bl.	Einband: Schwarzes Maroquin mit Goldprägung, Streicheisenlinien, Eckfleurons, Mittelmedaillon. Spuren von zwei Metallschließen. Goldschnitt, an Ecken und Kanten punziert. Spiegel mehrfarbiges Wellenmarmorpapier.	Stb 252	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1319187471
683178938	1288363192	1717	Hirsch, Johann Georg *1695-1738* ; ID: gnd/102502919	[Stammbuch Johann Georg Hirsch]	173 Bl.	Enth. auch leere Bl.	Einband: Kalbleder in der Art von Kiebitzpapier gefärbt, blindgeprägte Streicheisenlinien. Rotgesprenkelter Goldschnitt.	Stb 253	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1319294723
683178946	1288363206	1716	Hirsch, Johann Georg *1695-1738* ; ID: gnd/102502919	[Stammbuch Johann Georg Hirsch]	276 Bl.	Enth. auch zahlr. leere Bl.	Einband: Kalbleder, der äußere Rahmen dunkelbraun, das Mittelfeld in der Art von Kiebitzpapier gefärbt; Goldprägung, Streicheisenlinien, Filete, Eckfleurons, Stehkantenvergoldung. Goldschnitt. Spiegel und Vorsätze goldener Bronzefirnisdruck auf weinrot gestrichenem Buntpapier.	Stb 254	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1319299334
683178954	1288363214	1718	Kettwigk, Jodokus Christoph *-1743* ; ID: gnd/1024113531	[Stammbuch Jodokus Christoph Kettwigk]	124 Bl.	Enth. auch leere Bl.	Einband: Kalbleder in der Art von Kiebitzpapier gefärbt. Goldschnitt, an Ecken und Kanten punziert. Spiegel und Vorsätze goldener Bronzefirnisdruck auf blauviolett gestrichenem Buntpapier.	Stb 255	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1319329527
683178962	1288363222	1721	Bohner, Leonhard *1701-1730* ; ID: gnd/11623301X	[2. Stammbuch Leonhard Bohner]	235 Bl.	Enth. auch zahlr. leere Bl.	Einband: Kalbleder, der äußere Rahmen dunkelbraun, das Mittelfeld in der Art von Kiebitzpapier gefärbt; Goldprägung, Filete; Stehkantenvergoldung. Goldschnitt.	Stb 256	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1319335012
683178970	1288363230	1728	Glass, Christoph Theophil ; ID: gnd/1024156508	[Stammbuch Christoph Theophil Glass]	269 Bl.	Enth. auch zahlr. leere Bl.	Einband: Schwarzes Maroquin mit Goldprägung, Streicheisenlinien, Eckfleurons, Mittelmedaillon. Goldschnitt, am Kapital punziert. Spiegel reich gemustertes Brokatpapier, mehrfarbig patroniert auf Goldgrund.	Stb 257	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1319339638
683178997	1288363249	1728	Bauer, Georg Wolfgang *1710-1767* ; ID: gnd/1024191974	[Stammbuch Georg Wolfgang Bauer]	168 Bl.	Enth. auch leere Bl.	Einband: Geglättetes, hellrotgefärbtes Pergament mit Goldprägung. Goldschnitt, an Kanten und Ecken punziert. Spiegel und Vorsätze Brokatpapier, lilafarben patroniert auf punziertem Goldgrund.	Stb 258	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1319643590
683179004	1288363257	1725	Schweitzer, Wolfgang Friedrich ; ID: gnd/1024192261	[Stammbuch Wolfgang Friedrich Schweitzer]	83 Bl.	Enth. auch leere Bl.	Einband: Rotes Maroquin mit reicher Goldprägung. Goldschnitt. Spiegel und Vorsätze Wellenmarmorpapier.	Stb 259	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1319646204
683179012	1288363265	1668	Walther, Peter Albrecht ; ID: gnd/1024192806	[Stammbuch Peter Albrecht Walther]	300 Bl.	Enth. auch leere Bl.	Einband: Schwarzes Maroquin mit Handvergoldung, sogenannter Fächereinband, über Holz. Ganze Rosette im Deckelzentrum, aus Einzelstempeln zusammengesetzte Viertelrosetten in den Ecken des Innenrahmens; Filete, Rolle aus Rechtecken und Blüten im Außenrahmen. 'P A W B' (Goldprägung, Vorderdeckel). Goldschnitt, mit Blütenranken punziert und dunkelblau koloriert. Spiegel und Vorsätze und einige zwischengeheftete Blätter Wellenmarmorpapier. Pergamentblätter zwischengeheftet.	Stb 260	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1319648444
683179020	1288363273	1626	$PAnton Günther$lOldenburg, Graf *1583-1667* ; ID: gnd/118736183	[Stammbuch Graf Anton Günther von Oldenburg-Delmenhorst]	230 Bl.	Enth. auch zahlr. leere Bl.	Einband: Schwarzes Maroquin mit Goldprägung, Eckfleurons und Mittelmedaillons, Vorderdeckel: Adler mit Allianzwappen Sachsen und Hohenzollern [stark berieben], Rückdeckel: Doppeladler mit Kaiserkrone zwischen den Köpfen, Wappen Habsburg in der Mitte. Spuren von vier rotseidenen Schleifenbändern. Goldschnitt punziert.	Stb 261	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1319650422
683179039	1288363281	1592	Siderius genannt Eisen, Peter ; ID: gnd/1024321622	[Stammbuch Peter Siderius genannt Eisen]	307 Bl.	Enth. auch leere Bl.	Einband: Blindgeprägtes und punziertes Kalbleder über Holz. 'P E W || 12' (Prägung, Vorderdeckel). Spuren von vier grünseidenen Schleifenbändern. Punzierter Goldschnitt (Blütenranken).	Stb 262	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1319840817
683179063	128836332X	1723	Eichrodt, Carl Friedrich ; ID: gnd/1024323072	[Stammbuch Carl Friedrich Eichrodt]	108 Bl.	Enth. auch leere Bl.	Einband: Braunes Kalbleder mit Goldprägung, Filete, Granatapfelmedaillon in der Mitte, kleine Granatapfelstempel. Goldschnitt. Spiegel mehrfarbiges Kleisterpapier (Herrnhuter Art).	Stb 266	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1324421320
683179101	1288363370	1690	Güntzler, Veit Ulrich ; ID: gnd/1024337006	[Stammbuch Veit Ulrich Güntzler]	178 Bl.	Enth. auch leere Bl.	Einband: Schwarzes, goldgeprägtes Maroquin über Holz, Filete, Blütenmedaillon in der Mitte, Tulpenstempel in den Ecken. 'V. V. G. N. || 1690' (Goldprägung, Vorderdeckel). Goldschnitt. Spiegel und hinteres Vorsatz Wellenmarmorpapier.	Stb 269	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1324453176
68317911X	1288363389	1649	Zech, Friedrich *1631-1700* ; ID: gnd/1024335895	[Stammbuch Friedrich Zech]	343 Bl.	Enth. auch zahlr. leere Bl.	Einband: Schwarzes blindgeprägtes Maroquin über Holz, Streicheisenlinien, Blütenrolle. Punzierter Goldschnitt, Zackenlinien. Spiegel und Vorsätze Wellenmarmorpapier.	Stb 270	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1324459549
683179128	1288363400	1668	Besserer von Thalfingen, Christoph Heinrich ; ID: gnd/1024389383	[Stammbuch Christoph Heinrich Besserer von Thalfingen]	233 Bl.	Enth. auch zahlr. leere Bl.	Einband: Kalbleder, in der Art von Kiebitzpapier gefärbt, blau und rot gesprenkelter Schnitt. Spiegel und Vorsätze Wellenmarmorpapier (doppelt gewellt).	Stb 271	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=132453883X
683179136	1288363419	1624	Schleicher, Christoph ; ID: gnd/1024524558	[Stammbuch Christoph Schleicher]	179 Bl.	Enth. auch zahlr. leere Bl.	Einband: Braunes Maroquin mit Handvergoldung, sogenannter Fächereinband. Ganze Rosette im Deckelzentrum, aus Einzelstempeln zusammengesetzte Viertelrosetten in den Ecken des Außenrahmens, in den Ecken kleine Blütenstempel. Nach außen sechs Rahmen aus verschiedenen Rollen, Fileten und Blütenstempeln; dazwischen Streicheisenlinien, außen Perlstabmuster. Rückenvergoldung. Stehkantenvergoldung. Reste von je zwei gelben und blauen Seidenschleifenbändern. Goldschnitt.	Stb 272	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1324541539
683179144	1288363427	1730	Abelen, Jacob Heinrich ; ID: gnd/1024525120	[1. Stammbuch Jacob Heinrich Abelen]	215 Bl.	Enth. auch leere Bl.	Einband: Kalbleder, in der Art von Kiebitzpapier gefärbt. Stehkanten- und Rückenvergoldung (abgeblättert). Goldschnitt. Spiegel Schneckenmarmorpapier.	Stb 273	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1324544422
683179152	1288363435	1730	Abelen, Jacob Heinrich ; ID: gnd/1024525120	[2. Stammbuch Jacob Heinrich Abelen]	147 Bl.	Enth. auch leere Bl.	Einband: Blindgeprägtes Kalbleder, Streicheisenlinien. Stehkanten- und Rückenprägung (ehemals vergoldet?). Goldschnitt. Spiegel mehrfarbiges Kleisterpapier	Stb 274	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1324546360
683179160	1288363443	1641	Beutel, Johann Caspar *1622-1700* ; ID: gnd/121137864	[Stammbuch Johann Caspar Beutel]	288 Bl.	Enth. auch leere Bl.	Einband: Kalbleder mit reicher Blindprägung, um ein Mittelmedaillon viele schmale Rahmen. Mit Ranken und Blüten punzierter Rotschnitt. Mehrere verschiedenartige Marmorpapiere zwischengeheftet.	Stb 275	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1324552026
